energiesP,transmissionBRP,transmissionTLP,transmissionTRP, dos_DP
-8.418418418418418980e+00,3.288884324665965891e-17,1.135620131836250526e-17,6.081132436430298254e-18,1.296338205134006530e-03
-8.398398398398398967e+00,4.912752222810841371e-17,2.012940634610004830e-17,1.119637287382188240e-17,1.459671652686386767e-03
-8.378378378378378954e+00,7.733641670988279146e-17,3.799031556785727093e-17,2.122619414252341520e-17,2.556657560370684690e-03
-8.358358358358358942e+00,1.292262853079231866e-16,7.654930283678701444e-17,4.220939891256207972e-17,9.713128966439204398e-03
-8.338338338338338929e+00,2.324023429234702586e-16,1.667385907573187024e-16,8.997993945250873527e-17,1.237389613728459681e+00
-8.318318318318318916e+00,4.615584737858289072e-16,4.030396459142825932e-16,2.122935458216497579e-16,7.070191727749032887e-03
-8.298298298298298903e+00,1.065899433384233724e-15,1.140493557390072697e-15,5.868507370159467897e-16,2.085994196961821288e-03
-8.278278278278278890e+00,3.239540847475525615e-15,4.289153103324012275e-15,2.162615971867085813e-15,1.080520769196501810e-03
-8.258258258258258877e+00,2.020219023056880044e-14,3.356897284827329977e-14,1.665916886498503914e-14,7.184428134258996797e-04
-8.238238238238238864e+00,5.614450408738076488e-13,1.194668196514312566e-12,5.866581009249367205e-13,5.515138904938367672e-04
-8.218218218218218851e+00,1.591602963614548211e-14,4.462734527198300833e-14,2.181262123565213199e-14,4.651218308758890674e-04
-8.198198198198198838e+00,5.778817086896218907e-15,2.224646860536104332e-14,1.088962677218656387e-14,4.193952492278333363e-04
-8.178178178178178825e+00,3.266051975334517187e-15,1.833903734572360592e-14,9.047029097545312536e-15,3.978752178174038787e-04
-8.158158158158158813e+00,2.141331838750263374e-15,1.925745584626864404e-14,9.634705361509667539e-15,3.932948583589387015e-04
-8.138138138138138800e+00,1.404792418736707155e-15,2.366177753632543121e-14,1.208043015256784058e-14,4.028245681500798028e-04
-8.118118118118118787e+00,7.761797920301976945e-16,3.286008649968762854e-14,1.722240746999996075e-14,4.264429759169956202e-04
-8.098098098098098774e+00,2.865507257899929794e-16,5.089531077923994647e-14,2.753928170123097186e-14,4.667317487425135880e-04
-8.078078078078078761e+00,6.785004951204844916e-16,8.783625142297206573e-14,4.932587846760499485e-14,5.298522566700068987e-04
-8.058058058058058748e+00,5.592894372414584953e-15,1.704692130388493813e-13,9.981884780338226646e-14,6.285119499920123563e-04
-8.038038038038038735e+00,3.200069369323101873e-14,3.798884949953163720e-13,2.328780961547820855e-13,7.900280665923992574e-04
-8.018018018018018722e+00,1.673671516243710997e-13,1.010755051362118473e-12,6.507227102744590799e-13,1.081247156088392019e-03
-7.997997997997997821e+00,9.702521647180531742e-13,3.461393867566079642e-12,2.345348837871089897e-12,1.707480788172330071e-03
-7.977977977977977808e+00,7.805532501016016487e-12,1.809813270286776944e-11,1.291863310215111391e-11,3.625307188381632698e-03
-7.957957957957957795e+00,1.631435406532609448e-10,2.628594648131396465e-10,1.976175239471282475e-10,1.978174155283877675e-02
-7.937937937937937782e+00,4.459427969592685544e-09,5.238824660019968953e-09,4.143751804495391663e-09,5.844594883406897812e-02
-7.917917917917917769e+00,1.976611738804184443e-09,1.733918616200650879e-09,1.444113056718655029e-09,1.154052542069317587e-02
-7.897897897897897757e+00,1.874293618851648885e-02,1.108225611238629338e-02,9.988592571453914701e-03,2.785629216728106172e+01
-7.877877877877877744e+00,8.298014397493212735e-02,5.405814939504225564e-02,4.705168516743037099e-02,1.437459739505516154e+01
-7.857857857857857731e+00,1.115875524685538828e-01,8.558343516911799675e-02,7.161952538532111168e-02,1.235919171408553652e+01
-7.837837837837837718e+00,1.206894652221584679e-01,1.178654536005113440e-01,9.419574216787453269e-02,1.176915488718145397e+01
-7.817817817817817705e+00,1.174258185102487473e-01,1.582693994468202248e-01,1.194197974885284619e-01,1.160970790571581901e+01
-7.797797797797797692e+00,1.124329382044637615e-01,2.127504641430627008e-01,1.485146684950373608e-01,1.159104309472667360e+01
-7.777777777777777679e+00,1.337765959675743244e-01,2.806685636397870942e-01,1.747681673186617934e-01,1.160568797645771077e+01
-7.757757757757757666e+00,2.316701352054133245e-01,3.381842222978601598e-01,1.758614477538313903e-01,1.161709886198057973e+01
-7.737737737737737653e+00,4.144350010319436395e-01,3.431986224364282356e-01,1.321902890613978199e-01,1.162483300829552135e+01
-7.717717717717717640e+00,5.914707016751199475e-01,3.022535864414019890e-01,6.890161757756199656e-02,1.165295360534046765e+01
-7.697697697697697627e+00,6.957099844481634543e-01,2.650263530573940818e-01,2.267426255089494483e-02,1.174816652904070224e+01
-7.677677677677677615e+00,7.282905233567935621e-01,2.588449297021658824e-01,3.450386709335279481e-03,1.197984671169813886e+01
-7.657657657657657602e+00,6.912870281057847954e-01,2.889234557351709753e-01,1.233628934808669517e-02,1.242070906712502776e+01
-7.637637637637637589e+00,5.658977876307014210e-01,3.461157915954793940e-01,5.378800382950703340e-02,1.304501897338604266e+01
-7.617617617617617576e+00,3.649721696146112082e-01,3.885011067294681375e-01,1.200797797364193537e-01,1.351212938194500168e+01
-7.597597597597597563e+00,2.068437560113836615e-01,3.611690003562657569e-01,1.698412249999209367e-01,1.327510990386457479e+01
-7.577577577577577550e+00,1.812063869559079610e-01,2.821538114501225825e-01,1.756785357309393891e-01,1.234040924569971942e+01
-7.557557557557557537e+00,2.390688939055879703e-01,2.050502800352607680e-01,1.561569870777108071e-01,1.123154684153773530e+01
-7.537537537537537524e+00,3.171509430080337033e-01,1.488801558605475917e-01,1.321657084733511012e-01,1.028013390414637129e+01
-7.517517517517517511e+00,3.902447767528695599e-01,1.108812701301935821e-01,1.112971497621125794e-01,9.546054451297779408e+00
-7.497497497497497498e+00,4.532663454824475968e-01,8.508796621518212311e-02,9.466344979594912279e-02,8.996067272881823840e+00
-7.477477477477477485e+00,5.071036808875926116e-01,6.708462923658706223e-02,8.162974440349288208e-02,8.589903569067715239e+00
-7.457457457457457473e+00,5.537128070948762470e-01,5.409365976815834476e-02,7.134937071937405562e-02,8.300490948513475686e+00
-7.437437437437437460e+00,5.948535222273449996e-01,4.441285952891254468e-02,6.311882115915712355e-02,8.117703020216747944e+00
-7.417417417417417447e+00,6.318914914401281280e-01,3.698244106271612180e-02,5.640906610562442663e-02,8.057754021673972034e+00
-7.397397397397397434e+00,6.658690371072399916e-01,3.111953629653997633e-02,5.082536733672227136e-02,8.209246624787821744e+00
-7.377377377377377421e+00,6.976422708329352851e-01,2.635838291610489298e-02,4.605550088684827459e-02,9.010281436884312711e+00
-7.357357357357357408e+00,7.281015012493585736e-01,2.233743298194032154e-02,4.180064905596419383e-02,1.492490264193771310e+01
-7.337337337337337395e+00,7.589252817400333750e-01,1.862405452638128678e-02,3.756451106621402219e-02,2.579370396697919077e+01
-7.317317317317317382e+00,7.899498074283193283e-01,4.181595558282472785e-02,5.417567331586677776e-02,1.326926599950627050e+01
-7.297297297297297369e+00,8.150811583407457928e-01,7.840764052827697839e-02,9.965392417269158809e-02,1.527675503800426604e+01
-7.277277277277277356e+00,8.415496016154639936e-01,1.042493028770918873e-01,1.388630628248492815e-01,1.587524197635340784e+01
-7.257257257257257343e+00,8.664890456080818204e-01,1.264457399427702244e-01,1.754563948090974157e-01,1.610509845400165929e+01
-7.237237237237237331e+00,8.892127687137973968e-01,1.468529402267936268e-01,2.102633476879005037e-01,1.614423200410630699e+01
-7.217217217217217318e+00,9.093719008602598741e-01,1.661841037321065417e-01,2.435399047630547320e-01,1.606259640878728590e+01
-7.197197197197197305e+00,9.267835460059247188e-01,1.846110085787718291e-01,2.753095166817131623e-01,1.589885302523197197e+01
-7.177177177177177292e+00,9.414284018103259433e-01,2.019588192744804778e-01,3.054597086102936454e-01,1.567869434152442309e+01
-7.157157157157157279e+00,9.534813583137087267e-01,2.178104036828610868e-01,3.337674362834736619e-01,1.542119404056967191e+01
-7.137137137137137266e+00,9.633426892767922300e-01,2.315939965846764703e-01,3.598971035687602571e-01,1.514154308300087060e+01
-7.117117117117117253e+00,9.716538993711558714e-01,2.426781346475236356e-01,3.833926106961925151e-01,1.485239055279894238e+01
-7.097097097097097240e+00,9.792847521383912790e-01,2.504802889889410356e-01,4.036809138282215215e-01,1.456453668764641485e+01
-7.077077077077077227e+00,9.872794793150504455e-01,2.545839619654499120e-01,4.201028982037156578e-01,1.428727429410651517e+01
-7.057057057057057214e+00,9.967559986274140416e-01,2.548477531833197030e-01,4.319817537632424931e-01,1.402851133796251304e+01
-7.037037037037037202e+00,1.008764718660347670e+00,2.514807719880811643e-01,4.387268725026993721e-01,1.379474306555466256e+01
-7.017017017017017189e+00,1.024131205069802819e+00,2.450574164758808626e-01,4.399543975374543558e-01,1.359091881338126484e+01
-6.996996996996997176e+00,1.043321694518272391e+00,2.364561805382170701e-01,4.355912193947242272e-01,1.342024653444438265e+01
-6.976976976976977163e+00,1.066371577919149161e+00,2.267306345783968446e-01,4.259271053795101181e-01,1.328398802921099175e+01
-6.956956956956957150e+00,1.092899404019936460e+00,2.169457487538477558e-01,4.115945166418958356e-01,1.318131268339178064e+01
-6.936936936936937137e+00,1.122199443257720919e+00,2.080251670715920209e-01,3.934815662676584003e-01,1.310928777628582331e+01
-6.916916916916917124e+00,1.153379979055423554e+00,2.006475687378445338e-01,3.726065665680934336e-01,1.306307727100848837e+01
-6.896896896896897111e+00,1.185505259396405719e+00,1.952082198717776662e-01,3.499909749032695250e-01,1.303638809473590321e+01
-6.876876876876877098e+00,1.217707882663800367e+00,1.918383984855306645e-01,3.265598428070419779e-01,1.302214216560690119e+01
-6.856856856856857085e+00,1.249256533331683183e+00,1.904613673769808835e-01,3.030828363476084641e-01,1.301327903240988348e+01
-6.836836836836837072e+00,1.279580772570103608e+00,1.908615456745711425e-01,2.801540074119039936e-01,1.300353822619294064e+01
-6.816816816816817060e+00,1.308264159270282168e+00,1.927494756299603096e-01,2.582000095107458981e-01,1.298806334474283197e+01
-6.796796796796797047e+00,1.335019171504811863e+00,1.958134521980352816e-01,2.375045322816262683e-01,1.296372241077068566e+01
-6.776776776776776146e+00,1.359655048145550715e+00,1.997554782344282687e-01,2.182388620590096362e-01,1.292913053094866171e+01
-6.756756756756756133e+00,1.382045776376159552e+00,2.043132517475152454e-01,2.004919837047515752e-01,1.288444942517578617e+01
-6.736736736736736120e+00,1.402101883325681309e+00,2.092715299846258092e-01,1.842968471244338657e-01,1.283108659967887810e+01
-6.716716716716716107e+00,1.419747154402574818e+00,2.144663435062633683e-01,1.696516956276874211e-01,1.277141314910492298e+01
-6.696696696696696094e+00,1.434899892475290484e+00,2.197849627067200440e-01,1.565366929947277219e-01,1.270857932418473446e+01
-6.676676676676676081e+00,1.447457566356235681e+00,2.251637738177053594e-01,1.449267432190667060e-01,1.264645989653364566e+01
-6.656656656656656068e+00,1.457283357749849628e+00,2.305855660513012051e-01,1.348016511085307900e-01,1.258973140974983629e+01
-6.636636636636636055e+00,1.464192946940259921e+00,2.360772662019929857e-01,1.261548471267799898e-01,1.254408204823671191e+01
-6.616616616616616042e+00,1.467939687046831754e+00,2.417089044990224089e-01,1.190019585769461624e-01,1.251658236373459054e+01
-6.596596596596596029e+00,1.468195938041757520e+00,2.475945656173743625e-01,1.133906830742373584e-01,1.251629850548431833e+01
-6.576576576576576016e+00,1.464527554064503301e+00,2.538963242695819189e-01,1.094138625654864361e-01,1.255531143735401578e+01
-6.556556556556556004e+00,1.456356950639179582e+00,2.608328700609400252e-01,1.072286364866697900e-01,1.265042976850832090e+01
-6.536536536536535991e+00,1.442906909562118756e+00,2.686962430499008625e-01,1.070866787606129106e-01,1.282607163240842318e+01
